16:59:25 (00:00:10) (chat)  svh_kalmar: BSUFlick
17:49:51 (00:50:35) (chat)  pennyunwize: Кодзима вдохновлялся Исландией?
17:49:52 (00:50:36) (chat)  niacrows: привет, Чад, я опять опоздала на час
17:49:54 (00:50:38) (chat)  Bogratova: а можно же дать Сэму такую же электропалку как у МУЛов? Правительство, ало?
17:49:55 (00:50:39) (chat)  Nyashka4221: всем драсте iamsocal
17:49:55 (00:50:40) (chat)  Skywraths: Pog
17:49:57 (00:50:41) (chat)  demonu4cv: Бегай писяй какай
17:49:58 (00:50:42) (chat)  f0rz9n: PogChamp
17:50:00 (00:50:45) (chat)  kastaneda21: кодзима сам сказал что не до конца понимает свою игру
17:50:01 (00:50:45) (chat)  neleponty: сколько гениальностей из 10?
17:50:02 (00:50:46) (chat)  Bellatrix_Aoibheann_Black: кому нужен сюжет, когда есть веник
17:50:02 (00:50:46) (chat)  twentin_qarantino: такое ощущение, что игра про древний первобытный мир, когда ещё не было высокоразвитых многоклеточных организмов
17:50:03 (00:50:47) (chat)  irikost: Peka1
17:50:06 (00:50:50) (chat)  dee_wheatenhead: дождик уходи
17:50:06 (00:50:51) (chat)  Nightbot: Хочешь стать частью самого дружелюбного Discord-сообщества на твиче? (6000+ сексуальных людей!) Вступай в наш клуб: https://discordapp.com/invite/bsndw
17:50:06 (00:50:51) (chat)  Boozya: Мне кажется когда пойдут финальные титры то даже и тогда сюжет не прояснится
17:50:08 (00:50:52) (chat)  voodoopeopleua: веник в гору не пойдёт
17:50:09 (00:50:54) (chat)  headron: Если комбинезон защищает ГГ, почему этим же материалом не покрывают ящики? @BlackUFA
17:50:11 (00:50:55) (chat)  TJwestside: Учший!
17:50:13 (00:50:57) (chat)  imHOSH_: прямо в воду xd
17:50:16 (00:51:01) (chat)  meppopucm: Готовься пулятся какашками
17:50:20 (00:51:04) (chat)  SifLao: @BlackUFA привет, Артур, я твоя собака
17:50:21 (00:51:05) (chat)  mamaybarmaley5bclass: он нас подставил!
17:50:22 (00:51:06) (chat)  zeitgeistxxl: BSUStr
17:50:23 (00:51:07) (chat)  Bogratova: OMEGALUL
17:50:25 (00:51:09) (chat)  kashim777: @BlackUFA под дождем мулы сваливают
17:50:25 (00:51:10) (chat)  Noisy_RU: Мысль всех туристов- на какой ЕР я полез в эти горы))
17:50:26 (00:51:10) (chat)  xMOSHx13: xMOSHx13 subscribed at Tier 1. They've subscribed for 18 months! 
17:50:26 (00:51:11) (chat)  Dante_Rock: уже шутили про почту? SMOrc
17:50:30 (00:51:14) (chat)  SealInBikini: @BlackUFA Дергать руку под столом и говорить что любишь кого то, лучший стример bufaKojimaGenius
17:50:30 (00:51:14) (chat)  JulieWestwind: @alexgo2025 человек, у которого яркое воображение, знает, что он сам всё придумал. Ты в детстве никогда не играл с друзьями и не представлял себе что-то?
17:50:32 (00:51:16) (chat)  Airwaterfireearth: monkaStop
17:50:32 (00:51:16) (chat)  mrakobes888: @eshka777
17:50:34 (00:51:18) (chat)  avtomaton: А идея Кодзимы, работает. Взаимопомощь
17:50:34 (00:51:18) (chat)  eshka777: один раз не веник
17:50:34 (00:51:19) (chat)  tatarinman: А представь что есть люди, которые ломают эти штуки и людям труднее играть
17:50:35 (00:51:20) (chat)  jolintropitantos: не делай по скалам SMOrc
17:50:37 (00:51:22) (chat)  tiger_mafia_zulu: OMEGALUL
17:50:38 (00:51:22) (chat)  hadds0n: KEKW
17:50:39 (00:51:23) (chat)  smenilnik: Сюжеты Коджимбы проясняются только на финальной и, как правило, часовой катсцене. Терпите тут. Jebaited
17:50:41 (00:51:26) (chat)  mrakobes888: bufa1 bufa1 bufa1 bufa1 bufa1 bufa1
17:50:42 (00:51:26) (chat)  evilalexa1: поставь лесенку заработаешь лайки
17:50:42 (00:51:26) (chat)  unref: народ я просто не в курсе. этот штырь поставил какой то другой человек?
17:50:42 (00:51:26) (chat)  twentin_qarantino: такое ощущение, что игра про древний первобытный мир, когда ещё небыло высокоразвитых многоклеточных организмов
17:50:43 (00:51:28) (chat)  w0tel: отакот
17:50:44 (00:51:28) (chat)  Belochek: KEKWLUL KEKWLUL
17:50:44 (00:51:28) (chat)  dee_wheatenhead: вода тоже плохая? как дождик?
17:50:45 (00:51:29) (chat)  KOTxBop4yH: странно что не 1 лайк позволили ставить, а кучу, ведь непонятно сколько точно людей поставили лайк
17:50:45 (00:51:30) (chat)  Ridzaki_: Стример так и не понял что вода безопасна, лул
17:50:47 (00:51:31) (chat)  nagarashi_aino: В сторону можно же было
17:50:50 (00:51:34) (chat)  hhipsterpro: вот так вот (с)
17:50:52 (00:51:36) (chat)  TheShadeMan: Помните 2 минуты назад Артур сказал что он знает что делает LUL
17:50:53 (00:51:37) (chat)  SifLao: Я не могу понять, почему Кодзима гений?
17:50:59 (00:51:43) (chat)  anzay_ru: влажный Блэк
17:51:00 (00:51:44) (chat)  SifLao: Почему все называют Кодзиму гением?
17:51:00 (00:51:44) (chat)  jolintropitantos: у тебя отпало
17:51:01 (00:51:46) (chat)  ZeeWanderer_: Может тут переждать можно?
17:51:02 (00:51:46) (chat)  Belochek: @TheShadeMan KEKWLUL KEKWLUL
17:51:05 (00:51:50) (chat)  twentin_qarantino: @BlackUFA такое ощущение, что игра про древний первобытный мир, когда ещё небыло высокоразвитых многоклеточных организмов
17:51:11 (00:51:56) (chat)  blackjack9711: они бирки грузов сканируют, на сканер твой не реагируют @BlackUFA
17:51:14 (00:51:58) (chat)  paranormalny_evgeny: @BlackUFA семеро веник не ждут
17:51:17 (00:52:02) (chat)  Arhiteck: FeelsRainMan
17:51:20 (00:52:04) (chat)  eshka777: веник в веник не пойдет, веник веник обойдет
17:51:21 (00:52:05) (chat)  ZeeWanderer_: тут вроди нету сканеров
17:51:23 (00:52:07) (chat)  avtomaton: @siflao Потому что он гениален
17:51:23 (00:52:07) (chat)  letzzzgetiton: спрячься от дождя
17:51:25 (00:52:10) (chat)  mamaybarmaley5bclass: в чате человек не понимает , почему Кодзима гений. Это бан
17:51:29 (00:52:14) (chat)  kto_gde_a_ya_zdes: Мулы уходят из под дождя @BlackUFA
17:51:30 (00:52:14) (chat)  letzzzgetiton: там же укрытие
17:51:30 (00:52:14) (chat)  Skywraths: @KOTxBop4yH Хорошее замечание,у некоторых по 190-350к лайков
17:51:33 (00:52:17) (chat)  GEkulYAtlor: @BlackUFA Компас используй
17:51:36 (00:52:20) (chat)  zeitgeistxxl: KEKWLUL
17:51:37 (00:52:21) (chat)  imHOSH_: @siflao это мем, но некоторые люди воспринимают его серьезно
17:51:37 (00:52:22) (chat)  brujadeamor: @siflao ну он же.гений вот и называют.
17:51:38 (00:52:22) (chat)  wovooka: @BlackUFA попробуй переждать дождь вон на той равнине
17:51:38 (00:52:22) (chat)  ZeeWanderer_: ты тогда вплотную подходил к ним, когда оно активировалось
17:51:40 (00:52:24) (chat)  tau427: @BlackUFA здарова
17:51:42 (00:52:27) (chat)  delpel1104: @BlackUFA артур тебя опять дизинформировали. с со сканерами мулов рядом нельзя проходить с ГРУЗОМ, потому что у тебя ящики чипованые! обяьяснялось в начале игры еще!
17:51:44 (00:52:28) (chat)  Demonic_smile: не по фен-шую
17:51:47 (00:52:31) (chat)  VoprosiKira: правы или прамы?
17:51:47 (00:52:31) (chat)  dimacivil: bufaKojimaGenius bufaKojimaGenius bufaKojimaGenius
17:51:51 (00:52:36) (chat)  PopecHitrec: чего даждь не переждал?
17:51:52 (00:52:36) (chat)  ACATOP: ну если человек прав, то он прав SMOrc
17:51:52 (00:52:37) (chat)  cynic404: они правы потому-что правы
17:51:53 (00:52:38) (chat)  dan_sai: @siflao, Потому, что эта тупая шутка уже вышла из-под контроля и теперь просто раздражает.
17:51:54 (00:52:38) (chat)  DemoCollection: Но ведь они были прАвы)
17:51:55 (00:52:39) (chat)  Bogratova: FeelsRainMan
17:51:57 (00:52:41) (chat)  black_fat_fox: ConcernDoge
17:51:57 (00:52:41) (chat)  Thseru: @BlackUFA не правы, а правы
17:51:58 (00:52:42) (chat)  anzay_ru: не ешь это, оно умнее тебя
17:51:59 (00:52:43) (chat)  Ligolais: А люди, что левЫ, объективно были не правЫ?
17:52:03 (00:52:48) (chat)  Arhiteck: игра не включила песню monkaHmmW
17:52:04 (00:52:48) (chat)  tatarinman: @BlackUFA А кристаллы зачем нужны?
17:52:06 (00:52:51) (chat)  s5i1: Блин. А начало начал сегодня было?
17:52:09 (00:52:53) (chat)  twentin_qarantino: @BlackUFA такое ощущение, что игра про древний первобытный мир, когда ещё небыло высокоразвитых многоклеточных организмов
17:52:11 (00:52:56) (chat)  OwLneverSIeep: чат не знает но советует. не надо так
17:52:12 (00:52:56) (chat)  alexgo2025: @JulieWestwind человек то знает, но откровенно социально-девиантное поведение(бросаться и драться с быдланами) заставляет окружающих сообщить о данном индивиде
17:52:12 (00:52:57) (chat)  s5i1: Привет
17:52:13 (00:52:57) (chat)  Demonic_smile: @black_fat_fox привет
17:52:13 (00:52:57) (chat)  demonu4cv: peepoSprint
17:52:16 (00:53:00) (chat)  buldozer404: привет, а сможешь доставить пиццу? Kappa
17:52:16 (00:53:00) (chat)  maza932: старость не радость
17:52:17 (00:53:01) (chat)  daemomcheg: А ПОЧЕМУ НЕТ ЗОНТА?
17:52:20 (00:53:05) (chat)  molodouboh: попробуй переждать дождь воооон в том убежище по дороге
17:52:21 (00:53:05) (chat)  Volion: Как-то нелогично что костюм не портится под действием дождя а ящики да
17:52:22 (00:53:06) (chat)  Roorm: @BlackUFA Так это не почта, это терминал для постройки дороги, приносишь ресы и дорогу строишь.
17:52:22 (00:53:06) (chat)  xummuk97: ПШИКАЙ SMOrc
17:52:24 (00:53:08) (chat)  mamka_dan: @black_fat_fox Привет VoHiYo
17:52:26 (00:53:10) (chat)  extins28: а ты куда пошел ?
17:52:28 (00:53:13) (chat)  pokudinev: Мулы вроде дождя боятся, можно сканировать
17:52:29 (00:53:13) (chat)  Dante_Rock: Кто тихоходок уважает.. @blackufa Kreygasm
17:52:29 (00:53:13) (chat)  iyossiarian: FeelsRainMan
17:52:31 (00:53:15) (chat)  zeitgeistxxl: peepoSprint
17:52:31 (00:53:16) (chat)  eshka777: кажется веник начинается
17:52:32 (00:53:16) (chat)  CopperCoen: @BlackUFA А мб на одном из стримов поставить анг озвучку? Ну чисто заценить
17:52:33 (00:53:17) (chat)  radocent: чёт даже живности не видно(
17:52:34 (00:53:18) (chat)  kastaneda21: а где мотоцикл
17:52:34 (00:53:19) (chat)  Pixie_Djin: этот дождь кстать по моему обычный, у хирального трава растёт и умирает
17:52:35 (00:53:20) (chat)  black_fat_fox: @Demonic_smile Марат bufaNinya
17:52:36 (00:53:21) (chat)  Dima_ShH: лууут
17:52:37 (00:53:21) (chat)  el_zit: !time
17:52:37 (00:53:21) (chat)  morlock871: че то скучно, Артур, давай ка пару кратеров
17:52:37 (00:53:21) (chat)  Nightbot: Передаем в СВЧ-диапазоне уже 53 minutes 32 seconds
17:52:39 (00:53:23) (chat)  LadyDreamsKRD: тут есть обычный дождь?
17:52:41 (00:53:25) (chat)  Anuban: @BlackUFA Про починку помнишь?
17:52:41 (00:53:26) (chat)  KeylorReyzer: @daemomcheg есть) только не у нас)
17:52:43 (00:53:27) (chat)  black_fat_fox: @mamka_dan artgam2AGHeavyHorns
