03:25:12 (00:00:00) (comm)  prizm199: ьр
23:40:27 (00:43:50) (chat)  STEELor47: дельфинов нагнули
23:40:29 (00:43:51) (chat)  kirillstars09: @welovegames тебе не показалось
23:40:31 (00:43:53) (chat)  Vishenka_Cherry: @DredastyCat HeyGuys
23:40:31 (00:43:53) (chat)  ErronSivors: !wasteland
23:40:31 (00:43:53) (chat)  wlgboy: @ErronSivors вы уже находитесь в пустоши. Времени до возвращения: 37 минут.
23:40:32 (00:43:54) (chat)  Right__Knight: @lLinCOLNl спасибо
23:40:33 (00:43:55) (chat)  J0hn_Coffee: А про древний Египет есть игры?
23:40:33 (00:43:55) (chat)  SithAVGN: @DredastyCat Привет hehCat hehL
23:40:44 (00:44:06) (chat)  Disastrik: аве сеттлерс
23:40:44 (00:44:07) (chat)  Respya: @STEELor47 эт точно) Но ,кстати, повторно не всё всегда заходит успешно
23:40:45 (00:44:08) (chat)  massikcatswill: wlgCorn
23:40:52 (00:44:14) (chat)  svsergeevna: @vsemhoroso воля - есть, сила - есть, а сила воли - нет katiCringe но я пытаюсь с этим что-то сделать. ибо худеть по любому нужно raeFeelsBad
23:40:56 (00:44:18) (chat)  vorchashiy_dad: @Vishenka_Cherry как дела? lfsT
23:40:57 (00:44:19) (chat)  MR_OBSERVER_: settlers вообще пушка
23:41:00 (00:44:23) (chat)  bag1rka: bag1rka subscribed at Tier 1. They've subscribed for 37 months! wlgLuv
23:41:04 (00:44:26) (chat)  ASAGIUS: wlg5 wlg5 wlg5 wlg5 wlg5
23:41:05 (00:44:27) (chat)  ErronSivors: wlg5 wlg5 wlg5
23:41:05 (00:44:28) (chat)  SithAVGN: wlg5 wlg5 wlg5 wlg5
23:41:06 (00:44:28) (chat)  santimentorr: wlg5 wlg5 wlg5 wlg5 wlg5
23:41:06 (00:44:28) (chat)  Mutabor_Shooter: wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5
23:41:06 (00:44:29) (chat)  Monarx26: ООО норм стратегия.
23:41:07 (00:44:29) (chat)  medieval1495: wlg5 wlg5 wlg5
23:41:07 (00:44:29) (chat)  STEELor47: wlg20 wlg20 wlg20
23:41:08 (00:44:30) (chat)  Sweetiepie66: wlg5 wlg5 wlg5 wlg5
23:41:08 (00:44:30) (chat)  Aridan7: Посейдон и Клеопатра еще помню в этом стиле вроде была игра
23:41:09 (00:44:31) (chat)  svsergeevna: !caps
23:41:09 (00:44:31) (chat)  julia_vi1: wlg5 wlg5 wlg5 wlg5
23:41:09 (00:44:31) (chat)  wlgboy: @svsergeevna ваш баланс составляет 5582 крышечки.
23:41:09 (00:44:31) (chat)  Maelochka: wlg5 wlg5 wlg5 wlg5
23:41:10 (00:44:33) (chat)  Skvatorix: wlg5 wlg5 wlg5 wlg5 wlg5
23:41:12 (00:44:34) (chat)  SwampDoctor113: <3 <3 <3 <3 <3 <3
23:41:14 (00:44:36) (chat)  svsergeevna: !wasteland
23:41:14 (00:44:36) (chat)  Respya: Загрузил бы лучше своё)
23:41:14 (00:44:36) (chat)  Ed_Amosha: wlg5 wlg5 wlg5 wlg5 wlg5
23:41:14 (00:44:36) (chat)  wlgboy: @svsergeevna вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 51 минуту.
23:41:14 (00:44:37) (chat)  Gold9999999: monkaHmm
23:41:15 (00:44:37) (chat)  J0hn_Coffee: wlg5
23:41:17 (00:44:39) (chat)  Vishenka_Cherry: @vorchashiy_dad всё так же, ничего нового) у тебя как?)
23:41:17 (00:44:39) (chat)  kywik: wlgHype wlgHype wlg5
23:41:18 (00:44:41) (chat)  NuclearThreatTeam: wlg5 wlg5 wlg5 wlg5 wlg5
23:41:20 (00:44:43) (chat)  STEELor47: !inv
23:41:21 (00:44:43) (chat)  wlgboy: @STEELor47 вы не можете это сделать, пока находитесь в пустоши.
23:41:21 (00:44:43) (chat)  GlebBio: У меня KKnD любимая стратегия @welovegames
23:41:23 (00:44:45) (chat)  totsamyiharry: @svsergeevna зачем худеть на зиму, что за чушь, набираааем!!!
23:41:25 (00:44:47) (chat)  SwampDoctor113: Цезаря помню
23:41:26 (00:44:48) (chat)  STEELor47: !wasteland
23:41:26 (00:44:49) (chat)  wlgboy: @STEELor47 вы уже находитесь в пустоши. Времени до возвращения: 19 минут.
23:41:29 (00:44:52) (chat)  Mrs_Christ: В детстве играла в стратегию, до сих пор не могу вспомнить название Kermitpls
23:41:30 (00:44:52) (chat)  kywik: black and white от Мулинье вот топ стратежка
23:41:32 (00:44:54) (chat)  vsemhoroso: @svsergeevna, anakCry ну блин мама так вкусно готовит,что я не могу удержаться distFat distFat поэтому я толстячок
23:41:41 (00:45:04) (chat)  Aridan7: кайфовая стратежка
23:41:44 (00:45:06) (chat)  princessintears: так так
23:41:44 (00:45:06) (chat)  Gold9999999: CouldYouNot
23:41:47 (00:45:09) (chat)  Sempai_77: а как же эпоха империй и 1й старкрафт и рэдалерт
23:41:47 (00:45:10) (chat)  princessintears: я вернулась
23:41:50 (00:45:12) (chat)  svsergeevna: @totsamyiharry набирать уже некуда raeCRY
23:41:50 (00:45:13) (chat)  princessintears: !caps
23:41:51 (00:45:13) (chat)  wlgboy: @princessintears ваш баланс составляет 2253 крышечки.
23:41:51 (00:45:13) (chat)  STEELor47: было бы не плохо
23:41:52 (00:45:14) (chat)  Respya: @kywik причем, первая
23:41:54 (00:45:16) (chat)  GlebBio: @princessintears ждём
23:41:54 (00:45:16) (chat)  princessintears: Pog
23:41:56 (00:45:19) (chat)  Aridan7: Завоевание Америки еще крутая была после Казаков
23:41:57 (00:45:20) (chat)  vorchashiy_dad: @Vishenka_Cherry монитор себе купил теперь играю в 144 Гц lfs69
23:41:58 (00:45:20) (chat)  Sc_tw: 150 жителей (рабов)
23:42:02 (00:45:24) (chat)  SwampDoctor113: Ну как работников) Рабов
23:42:03 (00:45:25) (chat)  julia_vi1: Эти стратегии такая прелесть! wlgLuv
23:42:04 (00:45:26) (chat)  textolite: wlgThumb
23:42:05 (00:45:27) (chat)  Exshard: цезарь 3 моя первая игра на компе
23:42:05 (00:45:28) (chat)  hupasik: wlg5 привет всем
23:42:06 (00:45:29) (chat)  EDIIS: не, топ
23:42:08 (00:45:30) (chat)  bZdiggeR: норм графон
23:42:08 (00:45:31) (chat)  Vasrumo: welovegames вот что терария со стримерами делает)
23:42:09 (00:45:31) (chat)  1_NightWolf: Красота
23:42:09 (00:45:31) (chat)  AViLovePlay: <3 <3 <3
23:42:09 (00:45:32) (chat)  ionan1: давай Век империй 1
23:42:10 (00:45:32) (chat)  Vismut52: норм
23:42:11 (00:45:33) (chat)  princessintears: @asagius 2k! Pog
23:42:12 (00:45:34) (chat)  devil_itself: DansGame внезапно
23:42:14 (00:45:36) (chat)  kywik: @Respya мне и 2ая нравилась
23:42:15 (00:45:37) (chat)  Mutabor_Shooter: цивилизация
23:42:15 (00:45:37) (chat)  Vishenka_Cherry: @vorchashiy_dad найс, поздравляю с покупкой))
23:42:15 (00:45:38) (chat)  Ed_Amosha: wlgThonk
23:42:16 (00:45:38) (chat)  VitaliiVetal: норм приятно вспомнить
23:42:16 (00:45:38) (chat)  SupremeLolka: @mrs_christ, empire of earth? (пальцем в небо) wlgDuck
23:42:16 (00:45:39) (chat)  vzvodd: @WELOVEGAMES вниз справа на арнаменты
23:42:17 (00:45:39) (chat)  Respya: @WELOVEGAMES загрузи сейв, где город уже есть)
23:42:18 (00:45:40) (chat)  maxvel_informal: Добрый вечер Товарищи)!) wlgF wlgF wlgF wlgF
23:42:19 (00:45:42) (chat)  medieval1495: billyReady
23:42:19 (00:45:42) (chat)  Dustries: чё топовая игра даже диск был
23:42:20 (00:45:43) (chat)  Man1god: @WELOVEGAMES пффф, да я в варкрафт 1 играл, там все еще жоще)
23:42:22 (00:45:44) (chat)  SithAVGN: @hupasik Привет hehCat
23:42:23 (00:45:45) (chat)  AgentWXO: очень клево
23:42:23 (00:45:46) (chat)  marisholms: а мне zeus+poseidon нравится
23:42:25 (00:45:48) (chat)  Darmshtadyi: отлично смотрится wlgHype
23:42:29 (00:45:51) (chat)  dimn: вспомнилось фараон и клеопатра, ностальжии
23:42:30 (00:45:52) (chat)  ErronSivors: @princessintears это я тебя удалил или ты меня? wlgThonk
23:42:30 (00:45:53) (chat)  asperity: офигенно!!!
23:42:30 (00:45:53) (chat)  ASAGIUS: @princessintears DankPepe
23:42:31 (00:45:53) (chat)  totsamyiharry: @svsergeevna ой да ладно, судя по вк тебе спокойно можно кг3-4 набирать, а то замерзнешь
23:42:31 (00:45:53) (chat)  Gold9999999: цивилизация 2 POGGERS
23:42:31 (00:45:53) (chat)  Kirill_Kennedy: ностальжи графон
23:42:32 (00:45:54) (chat)  vorchashiy_dad: @Vishenka_Cherry пасиб
23:42:32 (00:45:55) (chat)  Kum7: DankPepe
23:42:35 (00:45:57) (chat)  Vishenka_Cherry: @hupasik @maxvel_informal HeyGuys VoHiYo
23:42:35 (00:45:58) (chat)  snowbolltoni: @WELOVEGAMES Хай а Войны Юрского периода помнишь?
23:42:37 (00:45:59) (chat)  AgentWXO: wlgLuv wlgLuv
23:42:37 (00:45:59) (chat)  uqxsander: часов 500 наиграл в этого вашего цезаря
23:42:38 (00:46:00) (chat)  bZdiggeR: да, похоже на AoE
23:42:38 (00:46:01) (chat)  SithAVGN: @maxvel_informal Здравствуй wlg5 wlgPled
23:42:40 (00:46:03) (chat)  EDIIS: эх этот недовольный салат
23:42:41 (00:46:04) (chat)  ErronSivors: @maxvel_informal привет Максон)
23:42:42 (00:46:04) (chat)  katalizator24: то чувство когда в детстве не было пк и нечем ностальджировать
23:42:42 (00:46:04) (chat)  klasik44: очень похожа на игру Фараон @WELOVEGAMES
23:42:42 (00:46:04) (chat)  Arxalameys: @WELOVEGAMES понимаю, я во вторую эпоху поигрываю вечерком раз в месяцок, бывает услышишь музон и сразу хочется вспомнить детство
23:42:43 (00:46:05) (chat)  STEELor47: пока выглядит как ANNJ
23:42:45 (00:46:08) (chat)  hupasik: @maxvel_informal wlg5 wlgPled
23:42:46 (00:46:08) (chat)  AgisMorket: наоминат фараон и civcity rome. мммм ностальгия
23:42:47 (00:46:09) (chat)  STEELor47: ANNO*
23:42:51 (00:46:13) (chat)  vorchashiy_dad: @devil_itself wlgFlowers lfs69
23:42:52 (00:46:14) (chat)  sabotag_e: какая дешевая дорога Kappa
23:42:53 (00:46:15) (chat)  svsergeevna: @vsemhoroso да и сама не дурно готовлю. но, я для себя готовить вообще не хочу. я люблю для кого-то готовить. raeAw
23:42:53 (00:46:16) (chat)  OSuse: Во имя Цезаря billyReady
23:42:56 (00:46:18) (chat)  princessintears: @ASAGIUS оу май DankPepe с меня лимузин и лимонад
23:42:56 (00:46:19) (chat)  bag1rka: wlgSad
23:42:59 (00:46:22) (chat)  Ed_Amosha: wlgHype
23:43:03 (00:46:25) (chat)  qwertyadad: @WELOVEGAMES в игре всё ужасно растянуто по горизонтали из-за окна на монике 16:9
23:43:03 (00:46:25) (chat)  Vahapet: а в тележках деньги
23:43:04 (00:46:26) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
23:43:06 (00:46:28) (chat)  al_yatashir: помню, как играл в комп клубе в неё
23:43:09 (00:46:32) (chat)  princessintears: @ErronSivors думаешь это так важно? HAhaa
23:43:11 (00:46:33) (chat)  PervyiIzKosmosa: wlgHype
23:43:11 (00:46:33) (chat)  Respya: @kywik да мне тоже, но... там уже с боевыми юнитами. А в первой, к сожалению, всего 5 миссий...
23:43:12 (00:46:35) (chat)  zaopdyyy: поземки
23:43:14 (00:46:36) (chat)  froxalt: BrokeBack BrokeBack BrokeBack
23:43:15 (00:46:37) (chat)  angry_ytka: !up
23:43:15 (00:46:37) (chat)  Nightbot: Онлайн уже 46 minutes 47 seconds
23:43:16 (00:46:39) (chat)  Baug1ir: бомжи LUL
23:43:17 (00:46:39) (chat)  Takeshi13: wlg5 wlgPled Всем привет @welovegames
23:43:17 (00:46:39) (chat)  SwampDoctor113: @WELOVEGAMES Как ты это запустил? NotLikeThis TPFufun
23:43:19 (00:46:42) (chat)  angry_ytka: wlgSad
23:43:20 (00:46:42) (chat)  ZARED_Twitch: @WELOVEGAMES Мне напоминает 2 цивилизацию alinar4CRY ak1maF
23:43:28 (00:46:50) (chat)  totsamyiharry: @takeshi13 wlgHype wlgHype wlgHype
23:43:29 (00:46:51) (chat)  SilverStar_GG: Аве Аве Аве Тебе
23:43:29 (00:46:52) (chat)  Vishenka_Cherry: @Takeshi13 привет) HeyGuys
23:43:30 (00:46:52) (chat)  devil_itself: @vorchashiy_dad хватит цветы есть, ты чего LUL
23:43:31 (00:46:53) (chat)  ErronSivors: @princessintears wlgDen
23:43:31 (00:46:53) (chat)  PervyiIzKosmosa: @Takeshi13 wlgPled wlgMug
23:43:32 (00:46:54) (chat)  angry_ytka: !wasteland
23:43:32 (00:46:54) (chat)  julia_vi1: @Takeshi13 wlgPled wlgLuv
23:43:32 (00:46:55) (chat)  wlgboy: @angry_ytka вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 49 минут.
23:43:34 (00:46:57) (chat)  zaopdyyy: Бэггинсы, живущие под холмами
23:43:37 (00:46:59) (chat)  svsergeevna: @totsamyiharry судя по отражению в зеркале мне -10 скинуть над, как минимум raeHands
23:43:43 (00:47:06) (chat)  Skvatorix: Вот были же игры
23:43:44 (00:47:06) (chat)  STEELor47: надеюсь Денис мэром Москвы не станет, градостроитель тот еще из него LUL
23:43:45 (00:47:08) (chat)  princessintears: @angry_ytka, wlgHype
23:43:47 (00:47:09) (chat)  wlgboy: @AlexanderRoman вы уже находитесь в пустоши. Времени до возвращения: 3 минуты.
23:43:48 (00:47:11) (chat)  vorchashiy_dad: @devil_itself lfs7
23:43:49 (00:47:11) (chat)  sidelnik123: @WELOVEGAMES передвинь себя вправо в низ
23:43:53 (00:47:16) (chat)  Takeshi13: @pervyiizkosmosa wlgPled
23:43:54 (00:47:16) (chat)  EDIIS: может в нее сегодня поиграем))
23:43:55 (00:47:17) (chat)  totsamyiharry: @angry_ytka wlgHype wlgHype wlgHype
23:43:56 (00:47:19) (chat)  vsemhoroso: @svsergeevna, distFat ага,я тоже готовлю,особенно выпечку люблю делать,но так лень distFat
23:43:58 (00:47:20) (chat)  Respya: Милорд, Вас любят!
23:43:58 (00:47:20) (chat)  froxalt: @WELOVEGAMES Категорию смени
23:43:58 (00:47:21) (chat)  Mutabor_Shooter: посылки
23:43:59 (00:47:22) (chat)  OSuse: Takeshi13 wlg5 wlgHype
23:44:00 (00:47:22) (chat)  Ansaboff: Ну, зато это уж точно не проплаченный стрим- рзрабы померли наверно уже wlgAsm
23:44:05 (00:47:27) (chat)  Takeshi13: @totsamyiharry @julia_vi1 wlgHype
23:44:08 (00:47:30) (chat)  Kum7: DIVERS
23:44:13 (00:47:35) (chat)  svsergeevna: @vsemhoroso во во))
23:44:17 (00:47:40) (chat)  VitaliiVetal: Дискрд!!!!
23:44:18 (00:47:40) (chat)  angry_ytka: @princessintears привет wlgPled
23:44:20 (00:47:42) (chat)  wakeUpNs1ng: @WELOVEGAMES а есть на игруху ХД
23:44:22 (00:47:45) (chat)  Takeshi13: @vishenka_cherry @osuse wlgHype
23:44:23 (00:47:45) (chat)  Skvatorix: а что сейчас... что ни игра, то клон чего-то
23:44:24 (00:47:46) (chat)  fertonok: !vc
23:44:24 (00:47:46) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
23:44:25 (00:47:47) (chat)  totsamyiharry: @svsergeevna ну мне тогда надо минус 7 wlgSad но это грустно
