03:33:55 (00:00:00) (comm)  S1mplerV: !гз
22:37:39 (02:05:46) (chat)  arsenii23: wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5 wlg5
22:37:42 (02:05:49) (chat)  Starval: @SupremeLolka наконец-то ))
22:37:42 (02:05:50) (chat)  medieval1495: @GlebBio wlg5 wlgPled wlgPled
22:37:45 (02:05:52) (chat)  bZdiggeR: !wasteland
22:37:45 (02:05:52) (chat)  Kawasomy: wlg5 wlg5 wlg5 wlg5 wlg5
22:37:45 (02:05:52) (chat)  wlgboy: @bZdiggeR вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 42 минуты.
22:37:46 (02:05:53) (chat)  sanya00: @ice_bearrr wlgPled wlg5
22:38:05 (02:06:12) (chat)  GuySimps: @GlebBio wlgPeka wlgPeka wlgPeka
22:38:11 (02:06:18) (chat)  SHADYXV89: @WELOVEGAMES Кто пчёлок уважает , того они не жалят BibleThump
22:38:26 (02:06:34) (chat)  Starval: @GlebBio @medieval1495 wlg5
22:38:40 (02:06:47) (chat)  ushi_v_serejkah: У меня есть мед из кориандра. Ням
22:38:41 (02:06:48) (chat)  wlgboy: @Vlissa_jin вы вернулись из пустоши - залог возвращен. Медперсонал убежища заметил у вас в костюме прокол. Необходимо провести обследование. Это займет 70 секунд. Вы обнаружили редкий сундучок с 91 крышечкой. Теперь на вашем балансе 5582 крышечки.
22:38:42 (02:06:50) (chat)  Mr_Gelo: @WELOVEGAMES В предыдущем улье тоже была босс-пчела, она внизу, на дне была
22:38:48 (02:06:55) (chat)  wlgboy: @youf1n вы вернулись из пустоши - залог возвращен. Вы нашли обычный предмет на старой свалке - [Красная карта допуска реактора]. Положив находку в инвентарь, вы обнаружили, что у вас больше не осталось свободных слотов.
22:38:57 (02:07:04) (chat)  HappyMANLove: Там просто бета Cube World выходит закрытая в понедельник, но Денису дадут 100%, если напишет) Ему бы понравилась данная игра, учитывая, что ему нравится Террария.
22:39:02 (02:07:10) (chat)  Kawasomy: wlgOralb
22:39:05 (02:07:12) (chat)  SupremeLolka: вы себя лавой зальёте, а не пчелу
22:39:19 (02:07:26) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
22:39:24 (02:07:32) (chat)  SHADYXV89: Чат вы пчёлок уважаете?
22:39:32 (02:07:39) (chat)  HappyMANLove: Когда тонешь в меду, просто расслабься и жри его LUL
22:39:43 (02:07:50) (chat)  ice_bearrr: захотелось мед в сотах wlgLuv
22:39:45 (02:07:52) (chat)  Mrs_Christ: или он сожрет тебя
22:39:49 (02:07:56) (chat)  angry_ytka: !wasteland
22:39:49 (02:07:57) (chat)  wlgboy: @angry_ytka вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 55 минут.
22:40:11 (02:08:18) (chat)  dominuzzz: коррида
22:40:12 (02:08:19) (chat)  Mrs_Christ: кетчупы?
22:40:16 (02:08:23) (chat)  Ryzhayaryzhaya: !passport
22:40:17 (02:08:25) (chat)  Margo_Satoree: ммм мёд в сотах BrokeBack Kreygasm
22:40:37 (02:08:44) (chat)  ushi_v_serejkah: Мед- крем тоже мм
22:40:39 (02:08:46) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
22:40:40 (02:08:47) (chat)  imaggex: bUrself
22:40:40 (02:08:48) (chat)  Ryzhayaryzhaya: !caps
22:40:41 (02:08:48) (chat)  medieval1495: @Ryzhayaryzhaya wlgLuv
22:40:41 (02:08:48) (chat)  wlgboy: @Ryzhayaryzhaya ваш баланс составляет 155 крышечек.
22:40:42 (02:08:49) (chat)  FireFly_Serenity: Дангар хочет показаться полездным Kappa
22:40:45 (02:08:52) (chat)  Mrs_Christ: monkaShoot
22:40:46 (02:08:53) (chat)  Valkig: Это эксперт мод?
22:40:54 (02:09:02) (chat)  Ryzhayaryzhaya: !passport
22:40:56 (02:09:03) (chat)  sch0i_: Они не в эксперте !?
22:41:01 (02:09:09) (chat)  Chpok619: @Valkig Нет
22:41:01 (02:09:09) (chat)  Ver2ozZz: А где мешочек?
22:41:05 (02:09:12) (chat)  Ryzhayaryzhaya: !wasteland
22:41:05 (02:09:12) (chat)  wlgboy: @Ryzhayaryzhaya вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 39 минут.
22:41:06 (02:09:13) (chat)  Darkraris: очень интересно в обычном режиме в четвером пиу пиу пиу ResidentSleeper
22:41:08 (02:09:15) (chat)  Chpok619: @sch0i_ Нет
22:41:09 (02:09:17) (chat)  mRcollard: раз нет мешков, значит нет
22:41:17 (02:09:25) (chat)  rai9ne: не это не экспееерт
22:41:17 (02:09:25) (chat)  Valkig: ааа ну тогда можно не смотреть, играть не на эксперте не имеет смысла
22:41:24 (02:09:32) (chat)  AfrikanSidorovi4: жезл улья призывает пч1л помогать
22:41:30 (02:09:37) (chat)  blohastyj: обсидиан будет)
22:41:32 (02:09:40) (chat)  pinakollaider: dvineHand
22:41:38 (02:09:45) (chat)  medieval1495: @Ryzhayaryzhaya !Ryzhayaryzhaya
22:41:39 (02:09:46) (chat)  wlgboy: информация об игровых релизах в сентябре: https://vk.cc/9M1a8T
22:41:45 (02:09:53) (chat)  sch0i_: @Valkig Согласен FeelsRainMan
22:41:50 (02:09:57) (chat)  FearGate: карамель
22:41:58 (02:10:05) (chat)  SupremeLolka: @darkraris, ну так они ничего не знают об игре, только второй раз играют, плюс без википедии хотят сами всё узнать, зачем им в таком случае эксперт?)
22:42:07 (02:10:14) (chat)  Ryzhayaryzhaya: @medieval1495 фыр raeCute
22:42:24 (02:10:31) (chat)  ushi_v_serejkah: У нас больше нет боссов -(
22:42:29 (02:10:37) (chat)  SHADYXV89: Кто пчёлок уважает, кто к ним не пристаёт , того они не жалят ! Тому приносят мёёёёёёёооооод BibleThump BibleThump BibleThump
22:42:35 (02:10:42) (chat)  SupremeLolka: мёд хилит @WELOVEGAMES
22:42:43 (02:10:50) (chat)  imaggex: bUrself
22:43:01 (02:11:08) (chat)  Ver2ozZz: Эх подождал бы Денис месяца полтора, до новой обновы, последней на террарию чтоб потом не проходить))
22:43:03 (02:11:10) (chat)  FireFly_Serenity: это что получается?
22:43:17 (02:11:25) (chat)  zaopdyyy: точно карамель
22:43:18 (02:11:25) (chat)  sch0i_: @SupremeLolka Чтобы игру не проходить второй раз, + контента для стримов больше, играть интереснее pepeClap
22:43:29 (02:11:36) (chat)  Myfta: не влияет)
22:43:39 (02:11:46) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
22:43:50 (02:11:57) (chat)  Mrmekcekano: В эксперт моде, с боссов то шмотки поинтереснее падают
22:43:59 (02:12:07) (chat)  Mrs_Christ: Чот я теперь сама хочу в террарию поиграть
22:44:00 (02:12:07) (chat)  andreevdima30: @WELOVEGAMES для разнообразия можно создать карту на эксперте и там боссов этих повызывать
22:44:08 (02:12:15) (chat)  wlgboy: @quinnra вы вернулись из пустоши - залог возвращен. Вы обнаружили редкий сундучок с 87 крышечками. Теперь на вашем балансе 5987 крышечек.
22:44:14 (02:12:21) (chat)  SupremeLolka: @sch0i_, можно создать ещё мир, оставив того же персонажа с его прогрессом
22:44:18 (02:12:25) (chat)  fertonok: wlgDuck
22:44:41 (02:12:48) (chat)  sch0i_: @SupremeLolka Это уже другое...
22:44:44 (02:12:52) (chat)  Ed_Amosha: wlgThonk
22:44:55 (02:13:02) (chat)  kenzi4: че за женщина?
22:45:01 (02:13:08) (chat)  wlgboy: @Grin01 вы вернулись из пустоши - залог возвращен. Вы нашли редкий предмет на старой свалке - [Карта налётчиков]. Положив находку в инвентарь, вы обнаружили, что у вас больше не осталось свободных слотов.
22:45:02 (02:13:09) (chat)  kekc557: Кровать изменит точку возврата магзеркалом...
22:45:04 (02:13:11) (chat)  Ed_Amosha: !kati
22:45:04 (02:13:12) (chat)  Nightbot: Екатерина: twitch.tv/kati
22:45:13 (02:13:20) (chat)  Ed_Amosha: @kenzi4
22:45:16 (02:13:23) (chat)  SupremeLolka: @WELOVEGAMES к вам странствующий торговец пришёл
22:45:19 (02:13:26) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
22:45:37 (02:13:44) (chat)  Vlissa_jin: кто этот человек?
22:45:49 (02:13:56) (chat)  sch0i_: @SupremeLolka Тогда им нужно будет после каждого босса бежать в другой мир и убивать его там. Только при таком раскладе событий они смогут играть с сильным и интересным оружием
22:45:50 (02:13:57) (chat)  Vlissa_jin: что меня закидал грантами
22:45:59 (02:14:07) (chat)  angry_ytka: Kappa
22:46:00 (02:14:07) (chat)  FearGate: наверху! чел с крылом на шапке!
22:46:00 (02:14:07) (chat)  Vlissa_jin: wlgDen
22:46:17 (02:14:24) (chat)  KatzBalgerr: KKomrade
22:46:17 (02:14:24) (chat)  bobuika: @feargate он с ними живёт ж
22:46:24 (02:14:31) (chat)  ErozzeR: А бейл ест козявки!
22:46:24 (02:14:32) (chat)  santimentorr: wlgScared wlgScared wlgScared wlgScared
22:46:29 (02:14:36) (chat)  Youvula: monkaS
22:46:31 (02:14:38) (chat)  TsureZure: бип боп MrDestructoid
22:46:39 (02:14:46) (chat)  wlgboy: скидка до 20% на продукцию ASUS. Приятных покупок с промокодом WLG по ссылке: https://vk.cc/9ivAk7
22:46:40 (02:14:47) (chat)  sch0i_: @SupremeLolka Ты случайно не знаешь, а они могут поменять сложность мира? (с помощью модов, или ещё как нибудь?)
22:46:43 (02:14:50) (chat)  GlebBio: !wasteland
22:46:44 (02:14:51) (chat)  wlgboy: @GlebBio вы уже находитесь в пустоши. Времени до возвращения: 6 минут.
22:46:45 (02:14:52) (chat)  hoorbi: Bibangar
22:46:45 (02:14:52) (chat)  bobuika: @erozzer бейл сам козявка) смайлы не добавит никак
22:46:50 (02:14:57) (chat)  Mrs_Christ: @ErozzeR wlgWow
22:46:52 (02:14:59) (chat)  wlgboy: @svsergeevna вы вернулись из пустоши - залог возвращен. Медперсонал убежища заметил у вас в костюме прокол. Необходимо провести обследование. Это займет 136 секунд. Вы нашли обычный предмет на старой свалке - [Ракета робота]. К сожалению у вас не было места в инвентаре. Вы надежно спрятали находку, записали координаты местонахождения предмета и продали их перекупщику за 135 крышечек.
22:46:58 (02:15:05) (chat)  wlgboy: @ice_bearrr вы вернулись из пустоши - залог возвращен. Медперсонал убежища заметил у вас в костюме прокол. Необходимо провести обследование. Это займет 128 секунд. Вы смогли найти мешочек с 19 крышечками. Теперь на вашем балансе 14527 крышечек.
22:47:05 (02:15:13) (chat)  FearGate: @bobuika он изредка приходит с разным товаром
22:47:18 (02:15:25) (chat)  bobuika: blackufaOops blackufaOops blackufaOops
22:47:28 (02:15:36) (chat)  GlebBio: @svsergeevna два раза проколы) wlgLuck wlgLuck wlgLuck
22:47:30 (02:15:38) (chat)  Vlissa_jin: wlgPeka wlgPeka
22:47:31 (02:15:39) (chat)  SupremeLolka: @sch0i_, на счёт модов не знаю, но мир нужно новый создавать для эксперта
22:47:39 (02:15:46) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
22:48:21 (02:16:28) (chat)  wlgboy: @crainator вы вернулись из пустоши - залог возвращен. Вы смогли найти мешочек с 29 крышечками. Теперь на вашем балансе 33185 крышечек.
22:48:35 (02:16:42) (chat)  SHOOMA: !wasteland
22:48:35 (02:16:42) (chat)  FearGate: и в Луну у него очень редкий товар вроде бы
22:48:35 (02:16:43) (chat)  wlgboy: @SHOOMA вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 42 минуты.
22:48:48 (02:16:55) (chat)  SupremeLolka: LUL LUL LUL LUL LUL LUL
22:48:54 (02:17:01) (chat)  bobuika: а че за Сейлор мун у них в доме wlgThonk
22:48:58 (02:17:05) (chat)  Skvatorix: !wasteland
22:48:58 (02:17:06) (chat)  wlgboy: @Skvatorix вы уже находитесь в пустоши. Времени до возвращения: 16 минут.
22:49:01 (02:17:08) (chat)  Vanxolter: orkS orkS orkS orkS
22:49:02 (02:17:09) (chat)  EMOBLAZE: + конфликт
22:49:05 (02:17:12) (chat)  Kastiliay: LUL LUL LUL LUL
22:49:07 (02:17:14) (chat)  Respya: LUL
22:49:29 (02:17:36) (chat)  SirLarson: LUL LUL LUL
22:49:31 (02:17:38) (chat)  bobuika: wlgDeer wlgDeer wlgDeer wlgDeer
22:49:31 (02:17:38) (chat)  Respya: LUL LUL
22:49:32 (02:17:40) (chat)  wlgboy: @Destinety вы вернулись из пустоши - залог возвращен. Вы смогли найти мешочек с 23 крышкечами. Теперь на вашем балансе 11095 крышечек.
22:49:35 (02:17:42) (chat)  Mrs_Christ: Боже не могу
22:49:36 (02:17:43) (chat)  El_Psy_C0ngro0: LUL LUL
22:49:36 (02:17:44) (chat)  Skvatorix: wlgDen
22:49:41 (02:17:48) (chat)  Respya: Мерри Дангар Поппинс
22:49:42 (02:17:49) (chat)  FearGate: @welovegames подойди к торговцу на крыше, посмотри его товар, редкие вещи продаёт
22:49:45 (02:17:53) (chat)  ice_bearrr: !passport
22:49:46 (02:17:53) (chat)  wlgboy: @ice_bearrr вы успешно прошли проверку на гражданство Убежища. Вам выдано 6000 крышечек и 5 слотов в инвентаре.
22:49:54 (02:18:02) (chat)  heart_wlg: всем привет. wlgLuv
22:49:55 (02:18:03) (chat)  SupremeLolka: @bobuika, дриада, лечит
22:49:57 (02:18:05) (chat)  graaaanet: !wasteland
22:49:58 (02:18:05) (chat)  wlgboy: @graaaanet вы уже находитесь в пустоши. Времени до возвращения: 16 минут.
22:50:03 (02:18:10) (chat)  bobuika: igorLol igorLol igorLol
