18:37:48 (00:00:06) (chat)  Kate_Rey: алло?
19:57:48 (01:20:06) (chat)  CheIIIuP: надо лестницу
19:57:53 (01:20:11) (chat)  igorexa19: вылези и толкакй, ты чо в гта не играл? @ArtGamesLP LUL
19:58:07 (01:20:25) (chat)  Vikingvladivostokrus: Придётся красть у них 2 грузовик)
19:58:09 (01:20:27) (chat)  ifrit_n12: взять мотик у моста и затаранить этот грузовичок
19:58:11 (01:20:29) (chat)  Luminus_fox: evosayMLG artgam2MLG artgam2MLG
19:58:36 (01:20:54) (chat)  Luminus_fox: Гранату брось. Я такое в гта видел. И пабге
19:58:42 (01:21:00) (chat)  anzay_ru: надо ударить чемоданом
19:58:49 (01:21:07) (chat)  jubi_ju: да тут нефиг идти!
19:58:53 (01:21:11) (chat)  tamagotchi991: пусть Артур трактор подгонит и вытянет тебя)
19:58:58 (01:21:17) (chat)  mrPotatoBringer: @luminus_fox, ConcernDoge
19:59:04 (01:21:22) (chat)  9_enot_you_not: я уж думал, ты лестницу решил подложить
19:59:16 (01:21:34) (chat)  wesker33age: Млиииииннн донатная девственность не прошлааааа lorian1Cry lorian1Cry lorian1Cry
19:59:16 (01:21:35) (chat)  vnikopol: нужен тиль и хиль
19:59:20 (01:21:38) (chat)  Luminus_fox: @mrPotatoBringer Картооошечка evosayNyamka GivePLZ bufaLove
19:59:26 (01:21:44) (chat)  ifrit_n12: поссать на кослесо - вырастет гриб и приподнимет
20:00:12 (01:22:31) (chat)  Nightbot: На разные суммы доната стоят разные оповещения. АЦКИЕ АЛЕРТЫ на 666 и 6666 рублей. . От 50 до 299, от 300 до 499, от 500 до 799, от 800 до 999, от 1000 до 1299, от 1300 и так далее. https://donatepay.ru/don/artgames
20:00:20 (01:22:38) (chat)  grellyman: !Time
20:00:20 (01:22:38) (chat)  Nightbot: Стрим идет уже 1 hour 22 minutes 50 seconds
20:00:43 (01:23:01) (chat)  mrPotatoBringer: headBang headBang headBang
20:00:47 (01:23:05) (chat)  jubi_ju: если они до сих пор лежат, в теории можно залутать их базу на 2-3 грузовиках?...
20:01:09 (01:23:27) (chat)  Nightbot: Наш сервер в ДИСКОРДЕ. Присоединяйттесь: https://discordapp.com/invite/999ZDJs
20:01:19 (01:23:38) (chat)  jubi_ju: мы будем богаты!
20:01:28 (01:23:46) (chat)  wesker33age: Млин, опять lorian1Cry lorian1Cry lorian1Cry
20:01:30 (01:23:48) (chat)  ganelonn: А мейн сюжет на данном этапе игры - это постройка трассы? @ArtGamesLP
20:01:37 (01:23:55) (chat)  sloyka_s_sirom: Балагана?
20:02:04 (01:24:22) (chat)  sloyka_s_sirom: @ganelonn мейн сюжет это бери больше - неси дальше LUL
20:02:06 (01:24:24) (chat)  mrPotatoBringer: мистер подключатель
20:02:09 (01:24:27) (chat)  Nightbot: ЧАТИК, НАПОМНИТЕ СТРИМЛЕРУ ПОПИТЬ ВОДИЧКИ!!! Спасибо.
20:02:26 (01:24:44) (chat)  vnikopol: прикольная нычка
20:02:26 (01:24:45) (chat)  9_enot_you_not: пеееей
20:02:33 (01:24:51) (chat)  anzay_ru: стример признался, то ему нравится строить трассы!
20:02:42 (01:25:00) (chat)  Salvatore_Ursus: @luminus_fox, @mrpotatobringer @sloyka_s_sirom artgam2AGHeavyHorns bufaLove artgam2AGHeavyHorns
20:02:47 (01:25:05) (chat)  vnikopol: спрей возьми
20:02:59 (01:25:17) (chat)  Luminus_fox: @Salvatore_Ursus bufaLove evosayNyamka GivePLZ
20:02:59 (01:25:18) (chat)  call_me_dyadya: Это все из за симсити
20:03:01 (01:25:20) (chat)  mrPotatoBringer: @Salvatore_Ursus lorian1Hi lorian1Hi lorian1Hi
20:03:05 (01:25:23) (chat)  sloyka_s_sirom: @Salvatore_Ursus artgam2AGHeavyHorns artgam2Yopta
20:03:05 (01:25:24) (chat)  Nightbot: Записи стримов на Ютубе тут https://www.youtube.com/channel/UCGxQiNmp179gIJRCs47IRRg
20:03:06 (01:25:24) (chat)  Thedamer: Thedamer subscribed at Tier 1. They've subscribed for 8 months! Обожаю твои стримы)
20:03:14 (01:25:32) (chat)  Luminus_fox: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
20:03:15 (01:25:34) (chat)  sloyka_s_sirom: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
20:03:20 (01:25:38) (chat)  9_enot_you_not: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
20:03:22 (01:25:40) (chat)  Luminus_fox: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
20:03:22 (01:25:41) (chat)  Shell_tog: OWL2019snowball OWL2019snowball
20:03:22 (01:25:41) (chat)  Redriar_: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
20:03:28 (01:25:46) (chat)  aaarggh: Просто Стример хочет создать свой евротрак симулятор внутри дезстрендинг
20:03:35 (01:25:53) (chat)  DeasteR1991: @ArtGamesLP а в чем суть игры? гриндить?
20:03:35 (01:25:53) (chat)  Noelle666: artgam2AGHeavyHorns artgam2AGHeavyHorns artgam2AGHeavyHorns
20:03:36 (01:25:55) (chat)  wesker33age: @artgameslp *Запас воды исчерпан, Рекомендуем попить }
20:03:37 (01:25:56) (chat)  aaarggh: 🐐
20:03:44 (01:26:03) (chat)  velasiped1: осталось выпустить трак симулятор 3, перед поездкой ты строишь трассу, по которой едешь
20:03:54 (01:26:12) (chat)  eshmothfucwillams: !time
20:03:54 (01:26:12) (chat)  Nightbot: Стрим идет уже 1 hour 26 minutes 24 seconds
20:04:02 (01:26:20) (chat)  eshmothfucwillams: А где тачила?
20:04:05 (01:26:23) (chat)  Nightbot: Дорогой зритель, ты можешь поддержать стримера по этой ссылочке, спасибо. https://donatepay.ru/don/artgames Топ донатер в конце месяца может выбрать игру для стрима.
20:04:13 (01:26:31) (chat)  jubi_ju: я о том, что если ты завалишься на их базу и всех свяжешь, можно в 2-3 захода вывезти просто ВСЁ у них?) времени же хватит, я думала там 5-10 минут они лежат @ArtGamesLP
20:04:15 (01:26:33) (chat)  DeasteR1991: @ArtGamesLP все три смотрю? я непоняял)))
20:04:15 (01:26:34) (chat)  Noelle666: @Luminus_fox @Redriar_ @mrPotatoBringer @Salvatore_Ursus GivePLZ
20:04:26 (01:26:44) (chat)  mrPotatoBringer: @Noelle666 pepeJAM
20:04:27 (01:26:45) (chat)  Luminus_fox: @Noelle666 evosayNyamka evosayNyamka bufaLove TakeNRG
20:04:32 (01:26:50) (chat)  vnikopol: большего гринад не нашел пока, в основном же по сюжетке + берем доставку по пути
20:04:57 (01:27:16) (chat)  sloyka_s_sirom: Похоже, что настало время мотоцикла LUL
20:05:04 (01:27:22) (chat)  call_me_dyadya: Почему камни летят вверх? artgam2Scared
20:05:06 (01:27:24) (chat)  trom6one: кажется дождик начинается artgam2Scared
20:05:06 (01:27:24) (chat)  Nightbot: Уважаемые нонсабы, не забудьте напомнить стримлеру включить вам рекламу. Спасибо
20:05:30 (01:27:48) (chat)  velasiped1: можно устроить ко-оп с чатом. Цель- построить грибной заповедник
20:05:39 (01:27:57) (chat)  wesker33age: читает заклинание на призыв Клубничного торика <3 lorian1Hi CorgiDerp
20:05:40 (01:27:58) (chat)  coala_MONSTER: Похоже, здесь количество гринда определяется игроком, хочешь - проходи все сайды, хочешь - сюжет онли. Респект Кодзиме
20:05:43 (01:28:01) (chat)  jubi_ju: а если есть темпоральные дожди, и лужи наверное есть? реки, озера?
20:05:46 (01:28:04) (chat)  DeasteR1991: Физииикааа)
20:06:01 (01:28:20) (chat)  coala_MONSTER: @jubi_ju пока не видели, вся вода была нормальная
20:06:05 (01:28:23) (chat)  Nightbot: Команды для бота в нашем чате: !time !game !youtube !vk !discord !alert
20:06:08 (01:28:26) (chat)  anzay_ru: да это же трицикл
20:06:13 (01:28:31) (chat)  Redriar_: @noelle666, artgam2AGHeavyHorns tanyagSirCat
20:06:21 (01:28:40) (chat)  jubi_ju: @coala_MONSTER ну так, по логике)
20:06:27 (01:28:45) (chat)  trom6one: +F моцику
20:06:32 (01:28:50) (chat)  omsky_kazakh: Драсти стримляр, драсти чат, как гениальная игора?
20:06:35 (01:28:53) (chat)  Andjey_Kharkov: Мож сначала закинуть материалов,а то вдруг снова
20:06:44 (01:29:02) (chat)  mamka_dan: @omsky_kazakh Привет VoHiYo
20:06:44 (01:29:03) (chat)  Luminus_fox: Либо спасем тачку, либо угробим и моцоцикл LUL
20:06:48 (01:29:07) (chat)  heavenkot: oh shit
20:07:05 (01:29:23) (chat)  Nightbot: По моему промокоду ARTGAMES ты получишь бонус до 6500 RUB при первом депозите - http://bit.ly/2Gh0MpU
20:07:09 (01:29:27) (chat)  anzay_ru: как утопить две тачки, смотрим гайд
20:07:12 (01:29:30) (chat)  jubi_ju: щас начнется фарминг симулятор, куча техники в одном месте застрявшей LUL
20:07:14 (01:29:32) (chat)  wesker33age: @omsky_kazakh Добра и Позитива <3 <3 <3 lorian1Hi lorian1Hi lorian1Hi
20:07:17 (01:29:35) (chat)  mamka_dan: @Noelle666 Привет TakeNRG
20:07:21 (01:29:39) (chat)  heavenkot: CoolStoryBob
20:07:22 (01:29:41) (chat)  trom6one: @ArtGamesLP одумайся, вспомни что случилось с тилем и тюлем LU
20:07:25 (01:29:43) (chat)  trom6one: L
20:07:25 (01:29:43) (chat)  Luminus_fox: По лесам, по полям, странный мотик едет к нам, у него в прицепе кто-то гриндолут везет LUL
20:07:46 (01:30:04) (chat)  Vikingvladivostokrus: Сохранись прежде а то разные приключение бывают
20:07:47 (01:30:05) (chat)  Noelle666: @mamka_dan GivePLZ
20:07:54 (01:30:12) (chat)  mendark_2019: господин Хиль, далеко же вы сбежали от кредиторов)
20:07:55 (01:30:13) (chat)  omsky_kazakh: @ArtGamesLP Как тебе игра Тем?
20:07:59 (01:30:18) (chat)  jubi_ju: @ArtGamesLP а давай сюда погрузчик! LUL
20:08:33 (01:30:52) (chat)  raarjin: @coala_MONSTER а в других играх по другому? Тут для продвижения по сюжету нужно гриндить.
20:08:52 (01:31:10) (chat)  omsky_kazakh: Ля, физон божественный
20:08:54 (01:31:12) (chat)  ifrit_n12: в первый раз колёса среагировали на удар
20:09:11 (01:31:30) (chat)  velasiped1: похоже тачке F
20:09:11 (01:31:30) (chat)  wesker33age: Сломаль LUL LUL LUL
20:09:25 (01:31:43) (chat)  coala_MONSTER: @raarjin может быть, я имел ввиду, что не обязательно доставлять ВСЕ, только то что нужно по сюжету. А это я гриндом не считаю
20:09:28 (01:31:46) (chat)  Abrams05: @ArtGamesLP Смирись ее не достать
20:09:31 (01:31:49) (chat)  9_enot_you_not: @ArtGamesLP давай попробуем лестницу подложить?
20:09:33 (01:31:51) (chat)  armed_journey: Боже, и Артем и Артур грузовики сломали почти одновременно LUL LUL LUL LUL
20:09:42 (01:32:01) (chat)  mrPotatoBringer: щас мотик застрянет LUL
20:09:43 (01:32:01) (chat)  DeasteR1991: гранату кинь
20:09:45 (01:32:04) (chat)  grellyman: Где-то я уже это видел LUL
20:09:57 (01:32:15) (chat)  Vikingvladivostokrus: Лестницу подставь)
20:10:04 (01:32:23) (chat)  Noelle666: Игорю там вообще хорошо, сидит хихикает
20:10:07 (01:32:25) (chat)  eshmothfucwillams: В этом мире лошади вымерли? Использовать их было бы удобнее
20:10:08 (01:32:26) (chat)  anzay_ru: прощай, моцык
20:10:15 (01:32:33) (chat)  Kalitvenic: может корму протаранить
20:10:29 (01:32:47) (chat)  wesker33age: @artgameslp лестницу под колесо как варик CorgiDerp
20:10:35 (01:32:53) (chat)  sloyka_s_sirom: @ArtGamesLP а если мост построить?
20:10:45 (01:33:04) (chat)  Andjey_Kharkov: Попробуй спереди его снова ударить,в первый раз вроде неплохо вышло так
20:10:58 (01:33:17) (chat)  gwen_devil: спереди ударь
20:11:07 (01:33:25) (chat)  Luminus_fox: спереди пробуй
20:11:33 (01:33:51) (chat)  sloyka_s_sirom: @ArtGamesLP мост тут очевидно нужен LUL
20:11:52 (01:34:10) (chat)  Vikingvladivostokrus: Лестница не поможет? Попробуй поставь под колеса
20:11:58 (01:34:17) (chat)  9_enot_you_not: я бы все же попробовал под машину лестницу кинуть
20:12:01 (01:34:19) (chat)  vnikopol: назад
20:12:03 (01:34:21) (chat)  9_enot_you_not: хотябы чисто проверить)
20:12:06 (01:34:24) (chat)  trom6one: прощай машинка
20:12:14 (01:34:32) (chat)  anzay_ru: Кодзима продумал все ямы, гений!
20:12:15 (01:34:33) (chat)  grellyman: похоже кто-то 23 пиццы заказал
20:12:36 (01:34:55) (chat)  ifrit_n12: у колёс похоже отдельный хитбокс
20:13:06 (01:35:24) (chat)  wesker33age: Клубничный тортик приди CorgiDerp
20:13:09 (01:35:27) (chat)  sloyka_s_sirom: @ArtGamesLP распредели груз
20:13:20 (01:35:39) (chat)  trom6one: как будто холодос на спине несет на помойку
20:13:20 (01:35:39) (chat)  DragoFlugegecheimen: Всееем здарова
20:13:28 (01:35:46) (chat)  DeasteR1991: @ArtGamesLP при наличии нужных материалов на базе можно скрафтить буксирный трос и подцепить 2 транспортных средст. я в игру не играл, только что придумал
